Trees;Instances;Features;Max;Avg
3;20;7;70.3704;64.6667
3;20;8;70.3704;67.6667
3;20;9;68.5185;66.3333
3;25;2;72.5926;70
3;25;3;70.3704;67.3333
3;25;4;69.2593;65.3333
3;25;5;67.4074;66
3;25;6;71.8519;68
3;25;7;69.6296;66
3;25;8;67.4074;65.3333
3;25;9;70.3704;69.3333
3;30;2;78.1481;71.6667
3;30;3;76.6667;69.3333
3;30;4;71.1111;69
3;30;5;71.4815;69.3333
3;30;6;72.2222;69.3333
3;30;7;69.2593;66.6667
3;30;8;69.6296;68
3;30;9;72.2222;69.6667
3;35;2;71.8519;68.3333
3;35;3;76.2963;72.3333
3;35;4;73.7037;69.3333
3;35;5;72.2222;68.6667
3;35;6;70;67.3333
3;35;7;70.3704;69.6667
3;35;8;69.2593;67
3;35;9;67.4074;66
3;40;2;74.8148;73
3;40;3;73.7037;71.6667
3;40;4;74.8148;68.6667
3;40;5;73.3333;71
3;40;6;70.3704;68.6667
3;40;7;70.3704;67
3;40;8;72.2222;68.3333
3;40;9;71.1111;69.6667
3;45;2;77.4074;73.3333
3;45;3;76.2963;73.3333
3;45;4;74.0741;71
3;45;5;73.3333;71.3333
3;45;6;75.1852;72.6667
3;45;7;73.7037;70.6667
3;45;8;71.1111;69.6667
3;45;9;71.4815;69.3333
3;50;2;76.6667;72.6667
3;50;3;72.5926;71
3;50;4;71.8519;70.3333
3;50;5;73.7037;71.6667
3;50;6;76.2963;70.6667
3;50;7;74.0741;70.3333
3;50;8;71.8519;70
3;50;9;72.2222;68.3333
3;55;2;77.7778;69.6667
3;55;3;76.2963;72.6667
3;55;4;72.2222;68
3;55;5;75.5556;72.6667
3;55;6;72.2222;70.6667
3;55;7;75.5556;72.3333
3;55;8;72.5926;70.6667
3;55;9;70;68.3333
3;60;2;75.1852;72
3;60;3;73.3333;70.3333
3;60;4;74.4444;70.6667
3;60;5;74.4444;72
3;60;6;74.0741;67.3333
3;60;7;73.3333;69
3;60;8;74.4444;65.6667
3;60;9;74.4444;71
3;65;2;74.0741;72.6667
3;65;3;75.9259;69.3333
3;65;4;74.4444;71
3;65;5;73.7037;71.3333
3;65;6;74.8148;69
3;65;7;72.2222;71.3333
3;65;8;74.4444;70
3;65;9;72.963;69.3333
3;70;2;75.1852;71.3333
3;70;3;70;67.3333
3;70;4;73.3333;69.6667
3;70;5;72.963;70.3333
3;70;6;77.4074;69.3333
3;70;7;72.963;71.3333
3;70;8;75.9259;72.6667
3;70;9;71.8519;70
3;75;2;75.1852;72
3;75;3;74.4444;69.3333
3;75;4;72.963;70.3333
3;75;5;74.8148;70
3;75;6;73.3333;70.6667
3;75;7;77.037;73.3333
3;75;8;72.5926;69.6667
3;75;9;71.1111;70.3333
3;80;2;75.9259;69.6667
3;80;3;73.7037;71
3;80;4;74.0741;68.3333
3;80;5;75.9259;73
3;80;6;70.3704;68.3333
3;80;7;74.8148;72
3;80;8;75.5556;73.6667
3;80;9;75.9259;73.6667
3;85;2;72.2222;67
3;85;3;76.6667;71
3;85;4;76.2963;70.3333
3;85;5;72.5926;69
3;85;6;75.9259;70
3;85;7;75.9259;70.6667
3;85;8;79.6296;72.6667
3;85;9;75.5556;73
3;90;2;77.7778;72.3333
3;90;3;73.7037;68.6667
3;90;4;75.5556;73.6667
3;90;5;76.2963;73.6667
3;90;6;75.9259;71
3;90;7;76.6667;69.6667
3;90;8;73.7037;69
3;90;9;75.1852;73.3333
3;95;2;70.7407;69
3;95;3;74.0741;69.3333
3;95;4;77.037;75.6667
3;95;5;74.4444;72.6667
3;95;6;78.1481;76
3;95;7;75.5556;72.3333
3;95;8;77.037;74.6667
3;95;9;72.963;71.6667
3;100;2;77.037;74
3;100;3;72.2222;70.6667
3;100;4;78.1481;72
3;100;5;76.6667;69
3;100;6;76.2963;71.3333
3;100;7;76.6667;74.3333
3;100;8;75.5556;74.3333
3;100;9;75.5556;74
3;105;2;74.8148;73
3;105;3;75.9259;71.3333
3;105;4;77.037;69.6667
3;105;5;76.6667;75.3333
3;105;6;76.6667;73.6667
3;105;7;73.3333;72
3;105;8;76.6667;71.6667
3;105;9;77.037;72.3333
3;110;2;74.0741;71.3333
3;110;3;75.1852;72
3;110;4;74.8148;73
3;110;5;75.5556;71.3333
3;110;6;76.6667;73
3;110;7;77.7778;75
3;110;8;77.037;72.6667
3;110;9;77.037;70
3;115;2;75.9259;72.3333
3;115;3;75.9259;73.3333
3;115;4;71.8519;70
3;115;5;76.2963;72.3333
3;115;6;72.5926;66.6667
3;115;7;75.1852;67.6667
3;115;8;74.0741;73
3;115;9;77.4074;73
3;120;2;74.4444;72.3333
3;120;3;76.6667;73.6667
3;120;4;77.4074;74.6667
3;120;5;77.7778;75.3333
3;120;6;78.8889;75.3333
3;120;7;74.8148;73.6667
3;120;8;75.5556;70.6667
3;120;9;78.1481;76
3;125;2;76.6667;71.6667
3;125;3;74.0741;71.6667
3;125;4;77.7778;75.6667
3;125;5;76.2963;69.3333
3;125;6;75.1852;73.3333
3;125;7;74.4444;69
3;125;8;73.7037;72.6667
3;125;9;72.963;68.6667
3;130;2;75.9259;72.6667
3;130;3;75.5556;71.6667
3;130;4;70;66
3;130;5;75.5556;73
3;130;6;79.6296;75
3;130;7;77.7778;75.6667
3;130;8;75.5556;71.6667
3;130;9;76.6667;69.6667
3;135;2;77.4074;72.3333
3;135;3;75.1852;73
3;135;4;75.5556;74
3;135;5;75.9259;74.3333
3;135;6;76.2963;74.3333
3;135;7;74.4444;70.6667
3;135;8;74.8148;70.3333
3;135;9;75.9259;74.6667
3;140;2;72.2222;68.6667
3;140;3;75.9259;72.6667
3;140;4;72.2222;69.6667
3;140;5;76.2963;75.3333
3;140;6;75.9259;74
3;140;7;74.4444;73
3;140;8;77.7778;75
3;140;9;75.9259;72.3333
3;145;2;78.1481;72.3333
3;145;3;74.8148;71
3;145;4;77.037;70.3333
3;145;5;75.5556;72.3333
3;145;6;74.8148;70.3333
3;145;7;75.1852;69.6667
3;145;8;73.7037;70.3333
3;145;9;75.9259;73.3333
3;150;2;72.5926;71.3333
3;150;3;77.4074;73.3333
3;150;4;78.1481;74.3333
3;150;5;74.8148;70.6667
3;150;6;76.6667;71.3333
3;150;7;74.4444;70.6667
3;150;8;76.2963;74
3;150;9;70;67
3;155;2;75.1852;68
3;155;3;77.037;73.3333
3;155;4;74.8148;70.6667
3;155;5;72.963;70
3;155;6;74.4444;69
3;155;7;74.8148;71.3333
3;155;8;77.037;76
3;155;9;75.1852;71
3;160;2;75.9259;71
3;160;3;78.1481;71
3;160;4;74.8148;72
3;160;5;70;68
3;160;6;75.9259;74.6667
3;160;7;74.8148;70.3333
3;160;8;78.1481;73.3333
3;160;9;78.1481;73.3333
3;165;2;74.4444;71.6667
3;165;3;74.4444;73.3333
3;165;4;75.9259;74
3;165;5;75.5556;73.6667
3;165;6;76.2963;72.6667
3;165;7;76.6667;74
3;165;8;78.8889;72.6667
3;165;9;77.7778;74
3;170;2;76.2963;71.6667
3;170;3;75.9259;74.6667
3;170;4;78.1481;70.6667
3;170;5;77.037;76.3333
3;170;6;74.0741;71.3333
3;170;7;77.4074;73
3;170;8;79.6296;75.6667
3;170;9;76.6667;75.3333
3;175;2;74.0741;71
3;175;3;75.5556;69.6667
3;175;4;75.1852;74
3;175;5;77.7778;75.3333
3;175;6;75.9259;70.6667
3;175;7;78.1481;74
3;175;8;75.9259;73
3;175;9;77.037;73.6667
3;180;2;76.2963;72.6667
3;180;3;76.6667;67.3333
3;180;4;77.7778;72.3333
3;180;5;76.2963;71.3333
3;180;6;79.2593;74.6667
3;180;7;78.5185;77
3;180;8;79.6296;77
3;180;9;77.4074;74.3333
3;185;2;74.0741;70.3333
3;185;3;70;66.6667
3;185;4;75.5556;74.3333
3;185;5;77.037;74.6667
3;185;6;72.2222;69
3;185;7;77.4074;75.3333
3;185;8;75.1852;67.6667
3;185;9;78.8889;75
3;190;2;73.7037;70.3333
3;190;3;73.3333;66.6667
3;190;4;75.5556;69
3;190;5;76.2963;73
3;190;6;78.5185;73.6667
3;190;7;76.2963;71.6667
3;190;8;74.4444;71
3;190;9;71.4815;69
3;195;2;74.0741;72
3;195;3;78.8889;71.6667
3;195;4;76.6667;69
3;195;5;78.1481;75
3;195;6;75.5556;71.6667
3;195;7;78.1481;70.3333
3;195;8;76.6667;73.3333
3;195;9;76.6667;71.6667
3;200;2;79.2593;74.6667
3;200;3;75.5556;73.3333
3;200;4;75.1852;72.6667
3;200;5;76.2963;74.3333
3;200;6;76.6667;73.6667
3;200;7;78.8889;76.6667
3;200;8;76.2963;73.3333
3;200;9;71.8519;69.6667
3;205;2;78.5185;66.3333
3;205;3;73.7037;69.3333
3;205;4;71.1111;68.3333
3;205;5;77.4074;74.3333
3;205;6;70.7407;70
3;205;7;75.5556;74.3333
3;205;8;78.1481;76.6667
3;205;9;75.1852;73
3;210;2;72.2222;68.6667
3;210;3;73.7037;72
3;210;4;72.5926;69.6667
3;210;5;78.5185;76
3;210;6;79.2593;71
3;210;7;77.4074;75.3333
3;210;8;76.6667;73
3;210;9;78.5185;70.6667
3;215;2;75.9259;74.3333
3;215;3;74.0741;71.3333
3;215;4;77.037;73.6667
3;215;5;77.7778;74
3;215;6;74.0741;71.6667
3;215;7;77.4074;72
3;215;8;73.7037;72
3;215;9;65.5556;64
3;220;2;72.963;68.6667
3;220;3;74.8148;71.6667
3;220;4;76.6667;74.3333
3;220;5;71.4815;69.6667
3;220;6;78.1481;76.3333
3;220;7;75.1852;72.6667
3;220;8;78.1481;71.3333
3;220;9;79.2593;77.3333
3;225;2;74.8148;71
3;225;3;75.1852;72.6667
3;225;4;76.2963;71.6667
3;225;5;79.6296;73
3;225;6;75.5556;73.3333
3;225;7;72.2222;70.3333
3;225;8;72.963;70
3;225;9;77.037;72.3333
3;230;2;71.8519;69
3;230;3;77.4074;71.6667
3;230;4;80.7407;73
3;230;5;78.1481;74.3333
3;230;6;77.4074;72.6667
3;230;7;76.2963;73
3;230;8;78.8889;69.6667
3;230;9;72.963;68
3;235;2;75.1852;73
3;235;3;74.8148;71
3;235;4;75.9259;72.3333
3;235;5;77.4074;70.3333
3;235;6;69.2593;65.6667
3;235;7;76.6667;74
3;235;8;80.7407;77
3;235;9;78.8889;73.3333
3;240;2;75.5556;70.6667
3;240;3;76.6667;74.6667
3;240;4;79.6296;75.3333
3;240;5;66.6667;64.3333
3;240;6;74.8148;70
3;240;7;76.6667;73.6667
3;240;8;80;72.6667
3;240;9;77.4074;70.6667
3;245;2;68.5185;65.6667
3;245;3;77.037;76
3;245;4;73.7037;70.6667
3;245;5;78.8889;75
3;245;6;76.6667;73.6667
3;245;7;73.7037;67.3333
3;245;8;78.5185;72.3333
3;245;9;74.8148;71.6667
3;250;2;76.6667;71
3;250;3;75.1852;72.6667
3;250;4;76.2963;73
3;250;5;75.9259;73.6667
3;250;6;78.5185;76.6667
3;250;7;75.1852;73.6667
3;250;8;77.037;74.6667
3;250;9;78.8889;76
3;255;2;75.1852;72.6667
3;255;3;76.6667;72.3333
3;255;4;78.5185;75.3333
3;255;5;77.7778;72.3333
3;255;6;78.1481;73.3333
3;255;7;76.2963;71.6667
3;255;8;74.8148;71
3;255;9;76.6667;68.3333
3;260;2;71.1111;68.3333
3;260;3;76.6667;74.3333
3;260;4;78.5185;76.3333
3;260;5;74.8148;71
3;260;6;76.2963;71.6667
3;260;7;77.4074;77
3;260;8;71.8519;69
3;260;9;77.4074;71
3;265;2;75.1852;72
3;265;3;77.037;74
3;265;4;77.037;73.3333
3;265;5;74.4444;71
3;265;6;75.9259;66.6667
3;265;7;77.4074;74.6667
3;265;8;77.037;74.3333
3;265;9;76.6667;72.3333
3;270;2;74.0741;72.3333
3;270;3;75.5556;71
3;270;4;75.1852;70
3;270;5;78.1481;75.6667
3;270;6;76.6667;73.3333
3;270;7;74.4444;67
3;270;8;77.7778;76.6667
3;270;9;71.4815;67.6667
3;275;2;76.2963;73
3;275;3;76.6667;71
3;275;4;78.5185;72.3333
3;275;5;76.2963;73.6667
3;275;6;75.9259;72
3;275;7;78.8889;71.3333
3;275;8;72.5926;68.6667
3;275;9;77.4074;75.6667
3;280;2;75.9259;74.6667
3;280;3;80;70.3333
3;280;4;79.6296;73
3;280;5;75.5556;73.6667
3;280;6;71.8519;65.6667
3;280;7;77.4074;73
3;280;8;78.5185;75.3333
3;280;9;76.2963;74.3333
3;285;2;76.2963;73.6667
3;285;3;79.2593;77
3;285;4;77.037;73.3333
3;285;5;74.4444;69.6667
3;285;6;73.7037;69.6667
3;285;7;77.7778;76
3;285;8;77.4074;71
3;285;9;77.7778;74.3333
4;5;2;75.1852;69.6667
4;5;3;72.2222;67.6667
4;5;4;68.1481;64
4;5;5;65.1852;63.3333
4;5;6;70;65.6667
4;5;7;72.2222;70.6667
4;5;8;71.4815;68
4;5;9;69.6296;65
4;10;2;67.4074;64
4;10;3;70;67.6667
4;10;4;71.8519;67.3333
4;10;5;71.1111;64.6667
4;10;6;68.8889;62.3333
4;10;7;70;62
4;10;8;72.2222;68.6667
4;10;9;68.1481;62
4;15;2;72.5926;68.6667
4;15;3;74.0741;67.3333
4;15;4;71.4815;69.3333
4;15;5;71.1111;68.3333
4;15;6;71.4815;67.3333
4;15;7;71.4815;66.3333
4;15;8;67.037;64.3333
4;15;9;68.1481;63.3333
4;20;2;72.2222;70.6667
4;20;3;74.4444;67
4;20;4;70.7407;69
4;20;5;70;68.3333
4;20;6;72.963;67
4;20;7;72.963;68
4;20;8;70;65
4;20;9;68.1481;67
4;25;2;71.4815;68.3333
4;25;3;74.4444;69
4;25;4;73.7037;71.3333
4;25;5;70.3704;67.3333
4;25;6;72.963;69.6667
4;25;7;70;65.6667
4;25;8;70.3704;68
4;25;9;74.4444;71.6667
4;30;2;75.5556;73.6667
4;30;3;72.2222;68.6667
4;30;4;73.7037;69.3333
4;30;5;73.3333;70.3333
4;30;6;72.2222;69.6667
4;30;7;70;67.3333
4;30;8;72.2222;68
4;30;9;70;66.6667
4;35;2;71.8519;69.3333
4;35;3;75.5556;69.6667
4;35;4;75.1852;72.3333
4;35;5;75.1852;73
4;35;6;71.4815;69.6667
4;35;7;71.8519;69.6667
4;35;8;71.8519;68.3333
4;35;9;72.2222;69.3333
4;40;2;77.037;70
4;40;3;73.7037;70
4;40;4;73.7037;71.6667
4;40;5;70;66.6667
4;40;6;74.8148;72
4;40;7;72.5926;69.3333
4;40;8;72.963;70
4;40;9;70;67
4;45;2;73.3333;72
4;45;3;73.3333;71.3333
4;45;4;73.3333;70.3333
4;45;5;75.5556;72.6667
4;45;6;76.2963;72.6667
4;45;7;75.1852;71.6667
4;45;8;71.8519;70.3333
4;45;9;67.7778;65.3333
4;50;2;73.3333;68.3333
4;50;3;74.8148;72.6667
4;50;4;74.0741;70.3333
4;50;5;74.0741;69
4;50;6;77.7778;71.6667
4;50;7;75.5556;72
4;50;8;70.7407;68.3333
4;50;9;72.963;70
4;55;2;74.8148;71.3333
4;55;3;75.1852;71.3333
4;55;4;75.5556;72.3333
4;55;5;73.7037;68.3333
4;55;6;74.8148;73.6667
4;55;7;75.5556;69.3333
4;55;8;74.0741;70.3333
4;55;9;72.5926;71.6667
4;60;2;74.8148;72.6667
4;60;3;76.2963;74
4;60;4;74.0741;72.6667
4;60;5;75.1852;72.6667
4;60;6;75.9259;70.3333
4;60;7;74.4444;71
4;60;8;73.7037;72
4;60;9;70.3704;68.3333
4;65;2;74.8148;72
4;65;3;75.5556;72.6667
4;65;4;75.5556;74
4;65;5;72.5926;69.3333
4;65;6;75.9259;73.6667
4;65;7;73.7037;71
4;65;8;75.9259;74.6667
4;65;9;69.2593;65.6667
4;70;2;74.4444;70.6667
4;70;3;75.9259;73.3333
4;70;4;75.9259;73
4;70;5;74.8148;72.3333
4;70;6;74.8148;71.3333
4;70;7;75.1852;72.6667
4;70;8;75.1852;71.3333
4;70;9;69.6296;67.6667
4;75;2;72.963;70.3333
4;75;3;78.8889;73.3333
4;75;4;75.9259;73
4;75;5;75.1852;71.6667
4;75;6;72.963;71
4;75;7;74.4444;70.3333
4;75;8;76.2963;72.3333
4;75;9;75.9259;74
4;80;2;72.963;71
4;80;3;68.8889;66
4;80;4;71.4815;70.3333
4;80;5;77.4074;73
4;80;6;72.963;68.6667
4;80;7;76.6667;72
4;80;8;73.7037;71
4;80;9;74.8148;70
4;85;2;74.8148;73
4;85;3;76.2963;69.6667
4;85;4;76.2963;74.6667
4;85;5;74.0741;72
4;85;6;75.9259;71.6667
4;85;7;77.4074;72.6667
4;85;8;76.2963;71
4;85;9;77.4074;74.6667
4;90;2;75.5556;73.3333
4;90;3;74.4444;69.3333
4;90;4;75.5556;71.6667
4;90;5;73.7037;68.3333
4;90;6;72.963;68.6667
4;90;7;77.4074;75.6667
4;90;8;77.037;73
4;90;9;76.6667;75.3333
4;95;2;75.9259;72.3333
4;95;3;75.5556;72.3333
4;95;4;77.037;74
4;95;5;75.1852;70.6667
4;95;6;71.4815;66.3333
4;95;7;77.037;73.3333
4;95;8;76.2963;72.6667
4;95;9;74.0741;72
4;100;2;74.4444;71.6667
4;100;3;78.1481;72.6667
4;100;4;76.6667;72.3333
4;100;5;74.8148;73
4;100;6;75.9259;74.6667
4;100;7;80;77
4;100;8;77.037;75
4;100;9;74.0741;73.3333
4;105;2;75.9259;72.6667
4;105;3;76.2963;73.6667
4;105;4;74.8148;71.6667
4;105;5;78.1481;72.6667
4;105;6;74.4444;67
4;105;7;75.1852;72.3333
4;105;8;75.1852;68
4;105;9;78.8889;74.3333
4;110;2;75.5556;71
4;110;3;73.3333;69.3333
4;110;4;76.2963;73.3333
4;110;5;77.7778;74.3333
4;110;6;77.037;73
4;110;7;74.4444;72.6667
4;110;8;78.5185;75.3333
4;110;9;76.2963;73
4;115;2;77.7778;70
4;115;3;78.1481;75.3333
4;115;4;71.8519;70
4;115;5;74.8148;71.3333
4;115;6;75.9259;73.6667
4;115;7;74.0741;72.6667
4;115;8;71.8519;70.6667
4;115;9;74.8148;70.6667
4;120;2;72.2222;69.3333
4;120;3;76.2963;73.6667
4;120;4;76.2963;74.3333
4;120;5;74.8148;71.6667
4;120;6;72.5926;70
4;120;7;68.1481;67
4;120;8;77.7778;72.6667
4;120;9;74.8148;72.6667
4;125;2;77.7778;70.3333
4;125;3;75.9259;70.6667
4;125;4;74.0741;69.3333
4;125;5;75.1852;71.6667
4;125;6;76.6667;72.3333
4;125;7;77.7778;75.3333
4;125;8;78.5185;75.6667
4;125;9;72.963;70.3333
4;130;2;74.4444;69.3333
4;130;3;75.5556;74
4;130;4;76.2963;73.6667
4;130;5;75.9259;72.3333
4;130;6;74.8148;74
4;130;7;78.5185;74.6667
4;130;8;77.4074;76.6667
4;130;9;74.0741;71.3333
4;135;2;76.2963;69.6667
4;135;3;75.1852;71.6667
4;135;4;72.963;67.6667
4;135;5;77.037;72
4;135;6;77.037;73
4;135;7;71.8519;67.6667
4;135;8;77.7778;73.6667
4;135;9;71.4815;70.3333
4;140;2;76.2963;74.6667
4;140;3;77.4074;72
4;140;4;74.0741;70
4;140;5;72.963;68.6667
4;140;6;76.2963;73.3333
4;140;7;78.1481;74.6667
4;140;8;78.8889;76
4;140;9;77.4074;73.6667
4;145;2;76.2963;71
4;145;3;75.9259;73.3333
4;145;4;75.5556;71.6667
4;145;5;77.037;74.3333
4;145;6;75.1852;74.3333
4;145;7;74.4444;71.6667
4;145;8;77.4074;72
4;145;9;78.1481;76
4;150;2;75.9259;74
4;150;3;78.1481;76.6667
4;150;4;73.7037;67
4;150;5;77.4074;73.3333
4;150;6;77.4074;76
4;150;7;78.8889;76.3333
4;150;8;76.6667;72.6667
4;150;9;76.6667;73.3333
4;155;2;75.1852;71.3333
4;155;3;75.1852;72
4;155;4;76.2963;72
4;155;5;74.4444;73.3333
4;155;6;77.037;75.3333
4;155;7;75.1852;73.6667
4;155;8;77.037;74
4;155;9;77.7778;72.6667
4;160;2;75.9259;72.3333
4;160;3;76.2963;72.6667
4;160;4;76.2963;75
4;160;5;77.4074;72.6667
4;160;6;75.1852;72
4;160;7;77.037;75.6667
4;160;8;75.5556;72.3333
4;160;9;77.037;73.6667
4;165;2;77.037;72.6667
4;165;3;73.7037;69.3333
4;165;4;73.7037;71.3333
4;165;5;77.037;75.6667
4;165;6;76.2963;71.6667
4;165;7;77.7778;76.3333
4;165;8;76.6667;71.3333
4;165;9;78.5185;72.6667
4;170;2;76.6667;74
4;170;3;74.8148;71.3333
4;170;4;79.6296;72.3333
4;170;5;77.7778;72.3333
4;170;6;79.2593;75.6667
4;170;7;76.6667;73
4;170;8;76.6667;75.6667
4;170;9;77.7778;75.6667
4;175;2;80;76
4;175;3;75.5556;70
4;175;4;76.6667;72
4;175;5;71.8519;70.3333
4;175;6;77.4074;70.6667
4;175;7;76.6667;73.6667
4;175;8;78.1481;76.6667
4;175;9;77.037;71.3333
4;180;2;73.3333;71
4;180;3;77.037;73.3333
4;180;4;77.4074;75.6667
4;180;5;77.7778;74.6667
4;180;6;79.6296;76
4;180;7;74.4444;72
4;180;8;78.1481;74
4;180;9;78.8889;76.6667
4;185;2;75.1852;70.6667
4;185;3;77.7778;71.6667
4;185;4;78.5185;74.3333
4;185;5;72.5926;71.3333
4;185;6;68.1481;65.3333
4;185;7;76.2963;73.6667
4;185;8;77.4074;72.6667
4;185;9;77.7778;71.3333
4;190;2;74.8148;72
4;190;3;77.4074;71.3333
4;190;4;73.7037;70.6667
4;190;5;79.6296;77
4;190;6;77.7778;72.3333
4;190;7;76.6667;73.3333
4;190;8;76.6667;75.3333
4;190;9;78.1481;76.3333
4;195;2;72.5926;69.3333
4;195;3;73.7037;69.6667
4;195;4;74.4444;72
4;195;5;76.6667;70.6667
4;195;6;77.4074;75.6667
4;195;7;75.5556;73
4;195;8;77.037;76
4;195;9;78.8889;72
4;200;2;76.2963;72
4;200;3;75.1852;72.3333
4;200;4;79.2593;73
4;200;5;75.9259;74.3333
4;200;6;77.4074;71
4;200;7;77.037;70.6667
4;200;8;78.8889;73
4;200;9;78.5185;77
4;205;2;74.4444;72.3333
4;205;3;77.4074;72.6667
4;205;4;76.2963;70.3333
4;205;5;74.0741;71.6667
4;205;6;77.7778;75.6667
4;205;7;77.7778;69.6667
4;205;8;78.1481;77
4;205;9;76.2963;72.6667
4;210;2;77.037;74.3333
4;210;3;77.4074;72
4;210;4;78.8889;76.6667
4;210;5;76.2963;69.3333
4;210;6;78.8889;70.3333
4;210;7;73.7037;69.3333
4;210;8;78.8889;75.6667
4;210;9;78.1481;76.3333
4;215;2;71.8519;68.3333
4;215;3;73.3333;70.3333
4;215;4;77.7778;73
4;215;5;74.4444;69.6667
4;215;6;73.7037;71.3333
4;215;7;75.9259;71.3333
4;215;8;77.4074;75.3333
4;215;9;71.1111;69.6667
4;220;2;71.8519;70.6667
4;220;3;76.6667;74.3333
4;220;4;73.3333;68.6667
4;220;5;77.7778;72
4;220;6;77.7778;74.3333
4;220;7;78.8889;73.6667
4;220;8;78.5185;74
4;220;9;77.7778;71
4;225;2;76.2963;72.6667
4;225;3;72.963;70.6667
4;225;4;77.037;73.6667
4;225;5;75.9259;72.3333
4;225;6;78.5185;76
4;225;7;75.9259;74.3333
4;225;8;75.9259;70.6667
4;225;9;78.5185;76
4;230;2;75.9259;71.6667
4;230;3;74.4444;70.6667
4;230;4;72.2222;68.3333
4;230;5;73.3333;68.3333
4;230;6;74.0741;72.3333
4;230;7;77.7778;73.6667
4;230;8;77.037;74.6667
4;230;9;78.5185;73.6667
4;235;2;72.5926;66.6667
4;235;3;78.1481;72.3333
4;235;4;74.4444;69.3333
4;235;5;75.5556;71.6667
4;235;6;76.6667;70
4;235;7;77.7778;72.6667
4;235;8;76.2963;74
4;235;9;77.037;76.6667
4;240;2;74.8148;72
4;240;3;74.4444;70.6667
4;240;4;75.9259;74.3333
4;240;5;77.4074;76.6667
4;240;6;77.4074;76.3333
4;240;7;78.8889;76
4;240;8;75.5556;63.3333
4;240;9;76.2963;73
4;245;2;77.037;71.3333
4;245;3;75.5556;73.6667
4;245;4;76.2963;70
4;245;5;77.4074;73
4;245;6;77.037;74.6667
4;245;7;77.037;70
4;245;8;71.8519;67.6667
4;245;9;75.9259;73
4;250;2;78.1481;72
4;250;3;76.6667;74.6667
4;250;4;73.3333;71.3333
4;250;5;75.5556;70.6667
4;250;6;76.6667;71
4;250;7;78.1481;76
4;250;8;76.6667;73.6667
4;250;9;76.2963;73.6667
4;255;2;75.1852;72.6667
4;255;3;76.2963;72
4;255;4;77.7778;74.6667
4;255;5;78.8889;77
4;255;6;79.2593;75.6667
4;255;7;76.6667;67.6667
4;255;8;77.037;72.3333
4;255;9;78.8889;69.6667
4;260;2;79.6296;74.3333
4;260;3;75.9259;73
4;260;4;78.1481;69.6667
4;260;5;75.9259;73.3333
4;260;6;77.7778;69.3333
4;260;7;76.6667;69.3333
4;260;8;75.9259;73.3333
4;260;9;75.9259;73.6667
4;265;2;78.5185;73
4;265;3;71.4815;70.3333
4;265;4;77.4074;73.3333
4;265;5;75.9259;70.6667
4;265;6;71.8519;69.6667
4;265;7;77.7778;75.6667
4;265;8;77.037;67.3333
4;265;9;76.2963;71.6667
4;270;2;76.2963;73
4;270;3;76.6667;71.6667
4;270;4;77.037;69
4;270;5;76.6667;72
4;270;6;77.037;74.3333
4;270;7;78.8889;75.6667
4;270;8;73.7037;66.6667
4;270;9;76.2963;75
4;275;2;73.7037;72.6667
4;275;3;76.2963;74.3333
4;275;4;74.0741;70.3333
4;275;5;77.4074;69.6667
4;275;6;77.4074;70.3333
4;275;7;75.9259;72.6667
4;275;8;78.5185;77.6667
4;275;9;77.7778;75.6667
4;280;2;77.037;72
4;280;3;75.1852;69.6667
4;280;4;75.5556;71.6667
4;280;5;75.1852;73
4;280;6;78.8889;74.6667
4;280;7;77.037;66.6667
4;280;8;77.037;72
4;280;9;72.963;68.3333
4;285;2;73.7037;68.6667
4;285;3;75.9259;72
4;285;4;74.8148;70.6667
4;285;5;78.8889;72
4;285;6;75.5556;73
4;285;7;77.7778;73.6667
4;285;8;75.5556;73
4;285;9;76.6667;74
5;5;2;74.4444;70
5;5;3;73.7037;69
5;5;4;72.963;71.3333
5;5;5;75.9259;70.6667
5;5;6;68.8889;67
5;5;7;71.4815;67
5;5;8;74.0741;70.3333
5;5;9;70.7407;68.6667
5;10;2;74.4444;71.3333
5;10;3;71.1111;67.6667
5;10;4;72.2222;69.6667
5;10;5;68.1481;66
5;10;6;68.5185;65
5;10;7;70.3704;68.6667
5;10;8;68.1481;66.3333
5;10;9;72.2222;67.6667
5;15;2;76.6667;73.3333
5;15;3;74.0741;72.3333
5;15;4;69.6296;68
5;15;5;72.963;71.6667
5;15;6;72.963;67
5;15;7;71.4815;65.3333
5;15;8;68.5185;64.3333
5;15;9;70.3704;67.6667
5;20;2;76.2963;72.6667
5;20;3;73.3333;68
5;20;4;72.2222;68.3333
5;20;5;70.7407;68.3333
5;20;6;71.8519;68.3333
5;20;7;72.2222;71
5;20;8;71.1111;70.3333
5;20;9;68.5185;66
5;25;2;72.2222;71.3333
5;25;3;71.4815;70
5;25;4;72.5926;69.3333
5;25;5;75.9259;71
5;25;6;70.7407;69.3333
5;25;7;72.5926;69.3333
5;25;8;72.5926;71.6667
5;25;9;70.3704;68.6667
5;30;2;73.7037;71.3333
5;30;3;76.2963;73.3333
5;30;4;76.6667;72.3333
5;30;5;72.963;71
5;30;6;72.5926;69.6667
5;30;7;75.1852;70.6667
5;30;8;71.4815;69.3333
5;30;9;73.7037;68.3333
5;35;2;75.9259;74.6667
5;35;3;74.8148;71
5;35;4;75.5556;73
5;35;5;75.5556;72.6667
5;35;6;74.0741;70.6667
